transaction_id,customer_id,product_id,quantity,transaction_date
11796,752,416,10,2021-12-06
11797,356,595,2,2022-01-20
11798,575,292,6,2022-01-25
11799,161,141,5,2021-04-08
11800,785,555,9,2022-01-30
11801,228,598,9,2022-08-17
11802,24,744,5,2022-01-07
11803,316,829,2,2022-10-15
11804,247,809,8,2021-03-28
11805,912,171,10,2022-03-03
11806,477,887,5,2022-01-10
11807,746,80,1,2022-08-19
11808,544,73,4,2023-01-02
11809,260,185,2,2022-09-24
11810,304,390,9,2022-08-10
11811,633,872,4,2022-03-06
11812,559,963,5,2022-02-13
11813,981,457,6,2022-05-24
11814,147,531,4,2021-12-03
11815,990,437,4,2022-07-18
11816,216,609,6,2022-06-16
11817,376,128,7,2022-06-22
11818,309,703,9,2022-08-06
11819,292,993,2,2022-09-28
11820,964,307,6,2021-07-24
11821,95,906,10,2023-03-16
11822,465,76,10,2022-04-27
11823,379,379,8,2023-01-10
11824,567,901,4,2021-10-13
11825,435,600,1,2022-10-31
11826,705,756,6,2022-06-19
11827,9,400,2,2021-12-29
11828,708,670,1,2021-06-26
11829,543,719,5,2022-01-03
11830,392,570,6,2021-10-20
11831,785,176,1,2022-05-12
11832,20,60,9,2023-03-19
11833,484,279,2,2021-07-04
11834,695,166,3,2022-02-18
11835,355,526,5,2021-08-04
11836,612,695,6,2022-05-07
11837,865,824,7,2021-08-29
11838,158,929,4,2023-01-23
11839,373,233,1,2021-08-03
11840,734,714,9,2022-08-18
11841,296,638,10,2021-10-29
11842,313,986,7,2022-05-19
11843,618,491,3,2022-12-29
11844,490,473,6,2023-01-26
11845,922,891,2,2022-04-15
11846,551,366,4,2022-12-17
11847,57,968,7,2021-04-05
11848,924,852,4,2021-08-04
11849,143,193,10,2021-03-28
11850,718,8,8,2022-09-08
11851,619,859,1,2021-05-25
11852,426,60,7,2023-01-14
11853,60,585,2,2022-05-19
11854,582,185,6,2023-03-11
11855,794,220,2,2021-04-26
11856,658,512,9,2022-06-29
11857,867,409,7,2021-11-14
11858,758,507,6,2022-09-25
11859,653,629,9,2021-08-29
11860,446,812,8,2022-02-25
11861,660,421,2,2022-11-05
11862,383,234,2,2022-05-11
11863,594,196,1,2022-03-03
11864,256,415,10,2023-01-08
11865,564,837,10,2021-06-20
11866,34,169,6,2021-07-04
11867,113,925,7,2021-12-07
11868,735,484,8,2022-02-03
11869,629,475,8,2022-07-31
11870,731,798,8,2022-07-05
11871,425,832,6,2021-09-11
11872,119,393,4,2022-06-18
11873,271,796,1,2022-10-19
11874,613,848,7,2021-09-15
11875,671,369,5,2023-03-17
11876,719,860,7,2022-12-30
11877,718,577,2,2021-10-06
11878,537,155,7,2021-05-18
11879,356,743,1,2021-03-24
11880,265,117,2,2021-07-16
11881,518,124,7,2022-04-19
11882,931,744,4,2022-09-24
11883,75,66,1,2021-06-26
11884,370,324,4,2021-04-20
11885,260,895,6,2023-03-13
11886,920,365,8,2022-08-12
11887,369,939,7,2021-11-20
11888,517,198,5,2021-05-10
11889,874,247,5,2021-09-20
11890,417,569,1,2023-03-05
11891,306,739,3,2022-02-14
11892,178,373,10,2022-04-13
11893,621,344,5,2021-04-07
11894,903,308,4,2022-03-12
11895,352,923,9,2022-08-31
11896,443,257,9,2022-10-31
11897,568,994,4,2022-11-24
11898,882,524,4,2022-07-24
11899,488,770,3,2021-12-07
11900,333,327,10,2022-02-03
11901,317,605,1,2022-03-23
11902,982,610,7,2021-10-10
11903,969,268,2,2022-03-27
11904,909,908,8,2021-06-10
11905,668,617,7,2022-06-04
11906,542,544,5,2022-06-09
11907,422,698,6,2022-05-28
11908,84,756,6,2021-05-14
11909,253,334,1,2022-02-27
11910,643,925,7,2023-03-16
11911,409,333,1,2021-08-22
11912,285,768,10,2021-03-28
11913,691,399,7,2023-01-12
11914,677,469,7,2022-02-22
11915,682,617,10,2022-06-21
11916,690,652,3,2022-12-02
11917,41,485,7,2022-10-02
11918,949,318,7,2022-01-03
11919,733,334,2,2023-02-09
11920,509,761,4,2021-12-13
11921,330,230,6,2021-12-05
11922,86,472,7,2022-09-15
11923,709,793,6,2021-09-08
11924,803,220,8,2022-11-02
11925,749,398,7,2022-02-13
11926,874,862,9,2021-11-24
11927,512,480,6,2022-10-23
11928,173,594,3,2022-09-08
11929,510,547,4,2022-01-13
11930,311,469,9,2021-06-07
11931,88,974,1,2021-04-05
11932,770,502,7,2021-10-03
11933,399,877,10,2022-09-25
11934,11,709,9,2022-12-16
11935,248,984,9,2021-06-09
11936,465,709,8,2023-03-02
11937,297,696,1,2021-08-19
11938,594,269,7,2022-10-11
11939,16,55,5,2022-11-05
11940,457,688,8,2021-12-08
11941,775,79,6,2021-05-13
11942,865,663,7,2021-09-25
11943,934,261,8,2022-03-26
11944,247,218,6,2023-01-03
11945,405,832,2,2021-07-10
11946,178,772,8,2023-03-07
11947,33,620,3,2022-06-11
11948,523,803,3,2022-07-19
11949,396,874,2,2023-01-25
11950,615,585,10,2022-11-01
11951,153,641,6,2021-11-28
11952,465,946,8,2022-05-23
11953,704,252,10,2021-03-26
11954,600,626,7,2022-11-18
11955,860,535,3,2022-01-29
11956,378,923,4,2023-02-15
11957,754,175,10,2021-06-30
11958,491,460,8,2022-08-05
11959,202,870,8,2022-01-14
11960,518,304,8,2022-07-27
11961,115,836,3,2022-08-25
11962,254,563,8,2021-07-23
11963,948,163,9,2021-06-08
11964,819,779,5,2021-04-22
11965,858,916,7,2021-05-17
11966,415,147,1,2022-03-06
11967,476,201,4,2022-03-01
11968,375,982,6,2022-11-03
11969,847,19,10,2021-11-20
11970,806,526,4,2022-10-17
11971,33,84,1,2022-06-11
11972,126,474,4,2022-06-26
11973,195,531,4,2021-12-30
11974,297,99,6,2022-01-06
11975,580,61,10,2022-09-17
11976,401,206,9,2022-05-03
11977,451,903,1,2022-07-07
11978,439,718,1,2022-03-01
11979,217,812,10,2021-12-19
11980,737,7,9,2022-08-15
11981,681,929,9,2023-02-20
11982,730,103,7,2022-06-12
11983,714,757,8,2021-04-11
11984,366,818,1,2021-09-17
11985,798,989,2,2023-01-16
11986,511,578,2,2023-01-10
11987,996,675,9,2022-04-11
11988,232,625,9,2021-12-08
11989,861,361,8,2022-08-22
11990,45,613,8,2022-04-08
11991,292,819,9,2021-09-12
11992,651,297,10,2021-05-21
11993,846,404,8,2022-03-06
11994,239,508,1,2022-06-03
11995,928,798,6,2021-08-12
11996,603,467,3,2021-08-14
11997,626,91,3,2022-05-14
11998,244,667,2,2023-01-02
11999,328,615,5,2021-04-07
12000,533,171,9,2021-04-17
12001,746,847,4,2021-09-18
12002,13,878,4,2022-09-07
12003,628,482,5,2022-10-12
12004,343,333,4,2022-05-30
12005,362,272,7,2022-09-02
12006,907,128,10,2021-05-17
12007,983,420,9,2022-08-11
12008,384,232,3,2022-02-09
12009,156,973,9,2023-01-19
12010,81,106,10,2023-02-11
12011,46,684,3,2022-07-31
12012,346,364,9,2021-04-29
12013,62,772,10,2021-09-11
12014,622,16,5,2023-01-14
12015,685,669,9,2021-06-10
12016,92,469,5,2022-12-15
12017,343,486,9,2023-01-12
12018,750,550,5,2023-01-12
12019,946,800,8,2023-03-11
12020,184,200,3,2021-06-16
12021,31,406,10,2022-06-21
12022,536,645,4,2022-07-07
12023,134,992,5,2022-09-10
12024,107,350,1,2021-07-05
12025,630,885,5,2023-01-12
12026,849,854,2,2022-02-28
12027,496,114,5,2022-02-05
12028,365,854,1,2023-02-05
12029,540,804,5,2021-05-30
12030,635,166,6,2022-05-08
12031,886,920,7,2022-07-06
12032,172,432,9,2023-02-15
12033,940,138,4,2022-12-30
12034,708,944,4,2022-03-23
12035,843,14,3,2023-01-09
12036,61,911,5,2022-08-15
12037,197,28,3,2022-08-24
12038,968,416,5,2021-08-16
12039,965,299,8,2022-01-12
12040,41,978,7,2022-11-26
12041,127,649,2,2021-09-26
12042,1,955,5,2022-08-06
12043,986,774,2,2021-08-03
12044,298,434,6,2022-10-13
12045,123,421,4,2021-09-27
12046,831,265,5,2021-12-30
12047,89,503,9,2022-11-01
12048,641,692,7,2021-10-07
12049,510,745,5,2021-11-25
12050,573,126,5,2021-06-14
12051,660,348,9,2021-06-21
12052,72,49,8,2021-06-05
12053,486,909,8,2022-08-09
12054,927,836,1,2022-11-03
12055,360,52,2,2021-11-11
12056,310,819,2,2021-08-22
12057,872,255,6,2021-11-04
12058,792,691,7,2022-06-09
12059,321,20,3,2022-12-21
12060,7,295,9,2021-03-30
12061,101,403,3,2021-05-22
12062,130,541,10,2022-12-18
12063,615,726,5,2023-01-12
12064,313,585,4,2022-03-02
12065,665,20,3,2023-02-05
12066,615,13,6,2022-03-05
12067,935,213,8,2021-09-28
12068,289,467,8,2022-11-20
12069,433,163,8,2021-11-29
12070,992,374,10,2021-03-26
12071,648,153,7,2022-01-19
12072,596,880,5,2022-12-17
12073,247,638,9,2021-06-20
12074,574,993,9,2021-11-16
12075,988,198,8,2021-03-22
12076,70,18,6,2021-09-15
12077,767,996,7,2022-01-22
12078,166,902,9,2021-10-10
12079,437,292,4,2022-12-02
12080,634,253,3,2021-07-19
12081,840,847,4,2022-01-03
12082,806,931,4,2022-06-23
12083,896,317,5,2022-08-13
12084,853,432,2,2022-01-07
12085,592,718,1,2022-10-18
12086,722,8,9,2022-08-28
12087,431,155,4,2022-01-09
12088,717,972,7,2022-03-23
12089,630,701,2,2022-07-16
12090,60,908,6,2021-04-14
12091,512,721,4,2021-07-27
12092,786,497,4,2022-01-24
12093,279,921,2,2021-10-10
12094,793,1,8,2022-05-03
12095,303,420,3,2021-12-08
12096,402,298,2,2021-11-10
12097,235,205,1,2023-03-13
12098,455,192,3,2022-07-04
12099,725,85,6,2022-06-29
12100,242,145,2,2021-10-07
12101,886,195,1,2022-02-23
12102,997,693,3,2021-11-18
12103,181,192,7,2021-10-01
12104,712,204,1,2022-07-13
12105,447,591,10,2021-06-11
12106,842,303,4,2022-09-03
12107,718,82,9,2022-01-17
12108,191,165,5,2021-07-24
12109,142,150,9,2022-08-13
12110,35,452,3,2021-09-27
12111,276,592,1,2021-03-28
12112,32,797,9,2021-06-05
12113,743,472,1,2021-07-18
12114,856,738,7,2023-03-02
12115,490,999,2,2021-03-28
12116,340,411,9,2022-11-20
12117,805,904,10,2022-06-05
12118,858,612,2,2022-07-08
12119,381,364,6,2021-07-11
12120,83,985,2,2021-09-20
12121,987,626,1,2022-08-06
12122,722,898,2,2022-01-31
12123,392,895,4,2021-10-15
12124,388,73,9,2022-11-28
12125,316,363,4,2022-03-26
12126,439,472,7,2023-01-07
12127,830,266,10,2022-08-09
12128,521,943,1,2021-04-25
12129,920,30,5,2022-03-30
12130,263,458,1,2022-11-20
12131,783,654,8,2022-02-20
12132,83,87,10,2022-11-07
12133,276,377,7,2022-10-23
12134,994,650,10,2022-02-13
12135,43,496,10,2022-01-21
12136,933,721,7,2022-05-23
12137,936,707,2,2021-06-14
12138,216,747,5,2022-03-07
12139,542,286,4,2022-07-10
12140,580,193,7,2021-09-29
12141,384,570,5,2022-12-25
12142,536,281,5,2021-12-26
12143,636,675,6,2023-02-09
12144,590,718,8,2021-06-24
12145,258,724,2,2022-03-15
12146,520,383,3,2022-11-04
12147,796,672,4,2022-11-25
12148,127,726,4,2022-10-17
12149,184,783,1,2021-09-28
12150,725,295,8,2022-05-05
12151,172,907,9,2023-01-07
12152,482,498,5,2021-12-08
12153,101,30,7,2022-01-28
12154,794,236,8,2022-08-05
12155,346,345,2,2022-03-25
12156,457,255,5,2021-10-13
12157,648,856,9,2021-10-12
12158,509,1000,7,2021-05-06
12159,574,53,7,2023-01-29
12160,233,887,9,2021-05-28
12161,943,459,6,2021-04-05
12162,15,254,5,2022-01-02
12163,935,808,1,2022-12-02
12164,538,552,8,2021-05-28
12165,285,480,1,2023-02-06
12166,612,64,2,2022-01-16
12167,949,262,1,2022-05-09
12168,414,160,8,2022-04-08
12169,548,678,7,2023-02-23
12170,504,900,5,2021-10-01
12171,94,460,5,2022-05-21
12172,252,453,7,2022-08-16
12173,374,62,5,2021-05-01
12174,234,144,8,2021-04-03
12175,102,489,2,2022-11-16
12176,823,435,3,2022-03-20
12177,580,819,4,2022-03-01
12178,946,554,1,2022-02-28
12179,583,767,10,2021-09-25
12180,844,489,8,2022-05-12
12181,420,940,1,2022-01-12
12182,167,342,1,2023-01-06
12183,206,281,10,2022-12-19
12184,802,887,4,2021-07-18
12185,675,489,4,2021-05-27
12186,906,624,9,2022-04-26
12187,662,108,5,2022-03-29
12188,540,980,1,2023-03-21
12189,247,732,5,2021-08-25
12190,543,215,4,2022-01-06
12191,971,581,4,2021-07-08
12192,235,580,5,2023-02-26
12193,212,593,3,2022-12-24
12194,37,425,5,2022-11-29
12195,133,170,4,2021-05-31
12196,664,972,8,2022-07-15
12197,884,859,1,2022-03-16
12198,66,968,7,2021-08-05
12199,435,120,10,2021-08-08
12200,642,802,5,2022-06-14
12201,72,83,9,2021-10-31
12202,968,171,3,2022-09-08
12203,887,565,5,2023-01-07
12204,874,164,2,2021-12-22
12205,712,766,7,2021-09-03
12206,220,853,2,2022-04-02
12207,409,908,9,2022-11-06
12208,380,670,9,2021-12-31
12209,12,987,10,2022-12-05
12210,338,434,5,2022-05-31
12211,903,551,5,2022-11-06
12212,915,883,10,2021-07-15
12213,543,623,9,2021-11-08
12214,439,829,8,2022-01-03
12215,506,938,5,2023-01-30
12216,854,832,4,2022-01-25
12217,939,292,5,2022-08-01
12218,910,576,1,2022-05-14
12219,198,575,7,2022-10-15
12220,145,855,6,2023-03-10
12221,485,454,6,2022-01-08
12222,647,596,10,2022-01-02
12223,488,275,5,2022-01-26
12224,495,899,2,2022-05-25
12225,163,779,5,2022-09-23
12226,753,7,3,2023-01-23
12227,218,409,2,2022-08-15
12228,624,890,2,2022-10-06
12229,968,474,3,2021-04-13
12230,119,963,3,2023-03-15
12231,7,576,5,2021-12-22
12232,977,933,3,2022-06-08
12233,913,139,3,2023-03-04
12234,508,692,10,2022-05-06
12235,315,50,2,2022-09-22
12236,197,865,6,2021-04-01
12237,861,26,3,2021-12-25
12238,843,236,4,2021-11-01
12239,151,28,4,2022-11-27
12240,13,813,3,2022-05-10
12241,504,74,4,2022-04-03
12242,139,938,8,2022-12-24
12243,335,246,9,2022-08-18
12244,790,431,6,2021-11-06
12245,541,604,7,2022-03-26
12246,843,503,10,2022-05-31
12247,120,651,8,2022-08-08
12248,812,9,4,2021-08-18
12249,343,768,4,2022-03-11
12250,492,852,10,2022-04-09
12251,62,328,5,2021-05-15
12252,576,643,4,2021-08-02
12253,295,615,10,2023-03-06
12254,699,142,10,2021-05-12
12255,35,320,1,2023-02-09
12256,643,68,5,2021-06-19
12257,200,888,4,2023-01-30
12258,183,993,2,2023-01-09
12259,44,547,6,2021-05-10
12260,807,763,5,2022-02-01
12261,923,427,7,2023-03-11
12262,827,228,7,2021-11-17
12263,983,508,10,2021-03-26
12264,354,392,6,2021-10-24
12265,567,317,4,2022-01-14
12266,858,433,5,2021-05-31
12267,126,774,6,2022-10-20
12268,290,364,4,2022-11-15
12269,356,724,1,2023-03-09
12270,260,61,2,2021-03-31
12271,385,717,8,2021-04-28
12272,194,335,6,2021-06-14
12273,828,188,9,2022-09-17
12274,428,324,9,2021-12-01
12275,695,765,2,2022-02-07
12276,513,3,6,2022-12-27
12277,286,492,4,2022-01-06
12278,64,986,6,2022-10-20
12279,951,743,4,2021-06-19
12280,95,453,3,2022-07-31
12281,518,141,7,2021-10-07
12282,387,132,5,2022-09-02
12283,784,712,5,2021-03-31
12284,301,379,5,2021-09-10
12285,489,797,9,2021-08-12
12286,423,607,4,2022-10-25
12287,593,38,7,2021-06-08
12288,874,798,8,2022-11-03
12289,365,350,2,2021-08-14
12290,483,17,1,2022-02-13
12291,617,344,5,2021-10-21
12292,569,276,4,2022-10-09
12293,448,57,10,2022-03-09
12294,260,264,3,2021-08-26
12295,304,245,7,2022-12-17
12296,371,546,6,2022-11-05
12297,618,573,3,2023-01-09
12298,792,936,4,2022-08-23
12299,898,665,9,2021-06-04
12300,388,833,4,2022-12-31
12301,761,82,10,2021-03-24
12302,691,540,9,2021-09-22
12303,576,466,2,2021-07-07
12304,329,704,6,2021-07-11
12305,223,344,8,2023-02-10
12306,513,793,5,2022-01-25
12307,265,176,6,2021-04-21
12308,409,903,7,2021-11-14
12309,477,54,6,2022-05-29
12310,205,63,2,2021-06-04
12311,652,279,10,2022-02-06
12312,365,496,2,2021-12-20
12313,710,940,5,2022-05-16
12314,816,478,6,2022-06-04
12315,792,800,5,2021-12-27
12316,379,113,7,2022-03-20
12317,735,328,8,2021-09-16
12318,589,480,7,2021-04-16
12319,823,101,4,2021-10-08
12320,822,304,4,2021-09-10
12321,380,882,3,2022-10-19
12322,788,340,8,2021-06-01
12323,720,467,8,2023-02-18
12324,767,262,2,2021-08-17
12325,117,56,9,2021-06-10
12326,779,519,4,2022-12-23
12327,158,928,1,2022-01-22
12328,976,220,4,2021-03-31
12329,954,89,9,2023-01-31
12330,143,741,10,2021-04-23
12331,266,551,2,2023-01-05
12332,113,453,6,2021-10-13
12333,716,908,3,2021-06-05
12334,96,315,7,2022-11-24
12335,444,99,6,2021-10-01
12336,821,293,10,2021-06-09
12337,741,957,6,2022-11-09
12338,270,932,9,2022-05-12
12339,693,825,4,2021-07-20
12340,311,813,10,2022-02-13
12341,372,232,10,2022-07-16
12342,241,421,5,2022-10-27
12343,340,906,3,2022-06-25
12344,740,81,7,2021-08-18
12345,294,557,3,2021-06-30
12346,730,274,7,2021-06-11
12347,785,279,4,2021-04-20
12348,30,801,3,2022-05-09
12349,59,478,4,2021-08-21
12350,271,220,7,2021-10-13
12351,585,701,9,2022-06-04
12352,468,297,6,2022-12-13
12353,51,791,10,2022-07-26
12354,351,541,6,2021-12-27
12355,93,613,8,2022-02-05
12356,501,475,1,2023-02-06
12357,162,898,1,2023-02-22
12358,476,361,10,2022-11-22
12359,419,439,8,2022-04-10
12360,860,554,7,2022-09-02
12361,970,806,9,2021-03-23
12362,367,96,4,2021-04-28
12363,233,902,6,2022-05-24
12364,327,48,9,2022-10-05
12365,727,603,7,2022-05-27
12366,458,996,1,2022-08-14
12367,804,769,7,2022-03-29
12368,284,609,6,2021-09-16
12369,504,419,9,2022-01-26
12370,626,473,5,2022-02-27
12371,525,855,4,2023-02-23
12372,243,537,4,2022-03-05
12373,193,61,2,2022-08-10
12374,517,248,3,2021-12-26
12375,328,234,9,2021-10-07
12376,303,958,8,2022-10-03
12377,399,43,10,2021-09-01
12378,512,250,9,2021-09-16
12379,113,758,10,2022-09-11
12380,198,393,6,2022-11-03
12381,997,4,9,2022-07-28
12382,702,254,9,2022-11-07
12383,753,280,9,2022-11-10
12384,26,938,9,2023-02-15
12385,301,674,7,2023-02-10
12386,292,269,1,2022-12-19
12387,153,417,2,2021-08-17
12388,425,672,3,2021-04-04
12389,391,466,10,2022-02-14
12390,805,470,6,2021-11-14
12391,698,409,8,2023-03-05
12392,642,157,4,2021-05-29
12393,833,203,5,2022-05-25
12394,228,276,4,2022-11-23
12395,265,11,6,2021-11-20
12396,906,114,2,2022-02-16
12397,699,567,6,2022-09-09
12398,182,355,8,2021-07-19
12399,934,97,5,2021-07-04
12400,751,407,9,2021-11-09
12401,917,392,5,2022-01-05
12402,411,333,2,2022-12-17
12403,541,962,7,2021-09-28
12404,793,755,3,2021-09-17
12405,521,433,5,2022-10-26
12406,279,204,3,2022-07-06
12407,223,526,6,2021-07-09
12408,688,560,1,2022-04-12
12409,14,222,2,2023-03-08
12410,246,193,4,2022-06-21
12411,702,305,2,2022-08-22
12412,562,194,6,2021-06-09
12413,886,129,1,2022-04-06
12414,628,667,3,2023-03-03
12415,610,308,4,2021-11-13
12416,51,724,10,2022-04-03
12417,642,286,8,2021-10-28
12418,365,502,5,2022-06-01
12419,2,729,10,2022-01-16
12420,16,359,4,2023-01-25
12421,65,536,4,2021-04-21
12422,731,461,4,2022-01-25
12423,760,497,10,2023-01-14
12424,764,145,3,2021-10-12
12425,541,267,7,2022-10-02
12426,731,455,9,2021-11-07
12427,40,666,7,2021-07-05
12428,332,762,4,2021-03-29
12429,617,315,1,2021-12-17
12430,247,658,1,2022-12-23
12431,649,887,9,2021-03-22
12432,38,752,2,2021-08-03
12433,820,670,3,2021-12-21
12434,68,868,7,2021-08-16
12435,540,478,5,2021-10-25
12436,881,874,2,2021-10-11
12437,910,394,4,2021-04-23
12438,860,323,7,2022-12-25
12439,496,79,1,2022-08-22
12440,197,61,4,2022-12-08
12441,790,305,3,2022-09-24
12442,132,109,9,2021-05-13
12443,411,468,3,2022-01-12
12444,123,462,3,2022-08-26
12445,127,126,8,2022-03-08
12446,836,3,10,2022-02-02
12447,315,57,8,2021-05-28
12448,761,269,8,2022-06-30
12449,456,882,3,2022-01-19
12450,703,211,9,2022-08-10
12451,309,396,1,2021-11-11
12452,730,188,2,2021-04-11
12453,393,829,10,2023-01-12
12454,179,54,2,2022-05-02
12455,448,255,5,2022-04-06
12456,454,844,2,2022-10-15
12457,273,131,8,2023-02-10
12458,220,464,2,2021-11-02
12459,722,415,4,2021-06-26
12460,560,36,3,2021-12-15
12461,805,988,4,2021-12-02
12462,956,880,8,2021-12-18
12463,632,160,6,2022-12-05
12464,746,407,6,2021-06-11
12465,943,846,10,2022-10-18
12466,271,317,7,2022-10-10
12467,752,729,1,2023-02-09
12468,281,983,10,2021-11-10
12469,859,1000,8,2022-12-06
12470,765,936,5,2022-10-28
12471,656,27,3,2022-05-13
12472,258,46,4,2022-11-27
12473,410,313,4,2021-11-30
12474,275,40,7,2022-04-24
12475,324,560,1,2022-02-13
12476,141,54,3,2022-11-18
12477,674,815,2,2021-09-05
12478,743,75,8,2021-07-07
12479,314,30,9,2022-08-28
12480,706,549,4,2022-04-21
12481,459,969,9,2022-10-09
12482,6,359,4,2022-12-26
12483,574,767,10,2022-05-16
12484,894,56,4,2022-08-31
12485,751,199,10,2022-04-25
12486,703,475,2,2021-06-25
12487,574,523,10,2022-09-03
12488,847,798,8,2023-01-26
12489,990,646,6,2021-11-14
12490,374,902,3,2023-03-10
12491,190,393,3,2022-07-23
12492,313,606,10,2021-10-26
12493,583,463,8,2022-05-19
12494,935,488,2,2022-04-22
12495,159,516,4,2023-01-23
12496,279,332,7,2021-09-23
12497,600,618,6,2022-12-12
12498,578,752,10,2021-04-10
12499,514,277,3,2022-02-19
12500,100,884,4,2022-03-25
12501,616,764,5,2023-01-21
12502,340,540,2,2022-12-26
12503,876,809,1,2021-04-14
12504,600,264,6,2021-05-21
12505,661,745,5,2023-03-22
12506,275,250,9,2022-02-14
12507,15,692,4,2022-11-24
12508,395,847,7,2021-05-04
12509,574,560,2,2022-02-16
12510,879,387,3,2022-12-22
12511,996,328,1,2021-12-30
12512,641,511,4,2022-06-19
12513,565,928,10,2021-11-14
12514,74,105,9,2023-01-28
12515,552,539,3,2021-04-20
12516,152,466,5,2022-02-07
12517,956,338,10,2022-01-20
12518,356,971,9,2021-07-03
12519,898,777,6,2021-10-30
12520,413,924,3,2022-10-18
12521,984,216,6,2022-04-29
12522,468,531,6,2021-07-22
12523,526,600,6,2022-12-02
12524,65,276,2,2022-01-08
12525,453,332,8,2021-05-16
12526,2,191,8,2022-03-13
12527,9,556,9,2022-09-26
12528,711,964,8,2022-08-18
12529,962,343,7,2022-07-19
12530,375,822,3,2021-09-21
12531,576,297,10,2022-06-27
12532,367,291,3,2023-03-19
12533,795,995,4,2023-01-09
12534,693,809,4,2021-04-22
12535,10,324,1,2021-06-23
12536,163,41,7,2021-09-08
12537,572,839,2,2022-04-10
12538,942,64,10,2023-01-07
12539,629,408,5,2022-06-15
12540,430,536,10,2021-07-29
12541,709,418,8,2021-12-16
12542,110,366,6,2022-08-06
12543,874,724,8,2023-01-24
12544,657,335,10,2022-05-30
12545,900,28,7,2021-08-02
12546,270,866,6,2021-12-14
12547,261,654,3,2023-02-17
12548,375,24,9,2021-05-09
12549,831,861,2,2021-10-31
12550,803,988,8,2021-08-07
12551,519,811,7,2021-07-03
12552,465,452,3,2022-09-23
12553,775,773,2,2021-05-08
12554,804,703,10,2022-05-08
12555,486,881,1,2022-01-17
12556,261,800,3,2021-07-17
12557,644,735,5,2022-12-25
12558,633,818,9,2022-07-06
12559,476,108,2,2021-12-12
12560,937,685,7,2022-01-12
12561,662,113,3,2023-03-21
12562,393,599,4,2021-10-30
12563,192,692,6,2021-05-02
12564,284,963,5,2022-05-28
12565,211,804,2,2022-09-10
12566,706,598,6,2023-02-01
12567,877,578,8,2022-08-19
12568,87,255,1,2022-06-17
12569,445,683,5,2022-11-14
12570,831,647,9,2022-05-12
12571,560,464,4,2021-06-15
12572,622,750,1,2022-11-23
12573,529,135,9,2021-07-09
12574,441,842,3,2023-01-16
12575,873,657,7,2022-11-16
12576,153,329,5,2022-04-12
12577,896,360,9,2021-07-16
12578,826,925,9,2023-03-03
12579,936,542,4,2021-11-23
12580,848,998,4,2021-09-07
12581,677,821,6,2021-07-07
12582,402,825,8,2021-05-03
12583,748,74,2,2023-01-17
12584,883,184,5,2022-03-23
12585,730,742,9,2022-01-14
12586,821,123,1,2023-02-24
12587,685,308,2,2022-12-17
12588,198,829,4,2022-11-14
12589,691,669,2,2022-05-26
12590,829,562,10,2022-04-12
12591,380,827,8,2021-05-22
12592,105,837,7,2021-06-29
12593,161,863,2,2022-04-02
12594,357,698,1,2022-09-20
12595,202,240,8,2021-07-16
12596,962,797,4,2022-09-21
12597,380,637,5,2021-07-20
12598,62,166,2,2022-05-13
12599,509,783,6,2021-12-03
12600,50,643,6,2022-05-03
12601,36,687,9,2022-07-28
12602,179,901,9,2021-04-29
12603,253,763,1,2021-03-27
12604,310,175,10,2023-02-22
12605,876,630,3,2022-08-14
12606,148,505,1,2022-02-22
12607,198,792,9,2021-05-23
12608,639,800,8,2022-05-31
12609,24,516,1,2022-07-14
12610,451,344,3,2022-11-27
12611,604,585,4,2021-05-21
12612,614,939,10,2021-09-04
12613,430,180,7,2023-02-24
12614,207,932,9,2023-03-14
12615,284,622,6,2022-07-01
12616,257,418,7,2023-03-02
12617,873,213,3,2023-01-05
12618,327,713,7,2022-10-07
12619,742,905,10,2021-06-16
12620,585,330,8,2021-09-20
12621,294,164,6,2022-08-05
12622,219,248,5,2022-12-29
12623,215,351,3,2021-09-12
12624,887,809,3,2021-09-30
12625,244,724,2,2021-05-15
12626,534,979,8,2022-03-02
12627,494,464,6,2022-02-12
12628,962,420,5,2022-02-11
12629,720,366,3,2022-11-16
12630,858,93,7,2022-11-28
12631,246,215,8,2022-07-19
12632,160,883,4,2022-07-20
12633,218,301,3,2023-02-25
12634,553,193,10,2022-04-12
12635,950,256,2,2023-03-20
12636,683,830,1,2023-01-14
12637,970,405,8,2022-05-24
12638,880,411,10,2022-10-20
12639,516,588,4,2021-06-24
12640,822,389,8,2021-10-17
12641,140,454,4,2021-07-18
12642,553,998,6,2021-11-22
12643,376,862,3,2022-12-21
12644,905,215,6,2021-12-06
12645,226,259,3,2022-11-04
12646,660,943,8,2022-11-18
12647,516,21,6,2021-05-18
12648,242,368,1,2023-02-13
12649,541,182,9,2023-01-25
12650,536,385,2,2021-07-14
12651,106,770,5,2021-03-28
12652,490,303,10,2022-12-23
12653,845,451,7,2023-02-19
12654,393,550,9,2021-08-31
12655,152,230,6,2022-11-01
12656,415,396,5,2023-02-01
12657,574,551,7,2023-01-06
12658,449,927,1,2022-08-04
12659,377,524,7,2021-10-21
12660,277,39,8,2021-12-24
12661,860,257,8,2021-12-21
12662,863,26,3,2021-12-21
12663,814,227,10,2022-03-10
12664,192,394,8,2022-11-18
12665,81,537,7,2021-03-29
12666,943,407,2,2022-08-27
12667,212,617,9,2021-10-24
12668,754,900,7,2022-09-19
